words,frequency,relative_frequency,type
terrine,86,0.017124651533253685,others
machine,86,0.017124651533253685,others
preferably,86,0.017124651533253685,others
passata,86,0.017124651533253685,others
rich,86,0.017124651533253685,others
translucent,86,0.017124651533253685,others
thermometer,86,0.017124651533253685,tools
200ml/7fl,85,0.01692552767821585,others
combined,85,0.01692552767821585,others
masher,85,0.01692552767821585,others
triangle,85,0.01692552767821585,others
ricotta,84,0.016726403823178016,others
thai,84,0.016726403823178016,others
rum,84,0.016726403823178016,others
5cm/2,84,0.016726403823178016,others
softened,84,0.016726403823178016,others
pick,84,0.016726403823178016,others
coleslaw,84,0.016726403823178016,others
nicely,83,0.01652727996814018,others
cro,83,0.01652727996814018,others
traybake,83,0.01652727996814018,others
nozzle,82,0.01632815611310235,others
foam,82,0.01632815611310235,others
slaw,82,0.01632815611310235,others
easily,82,0.01632815611310235,others
tight,81,0.016129032258064516,others
catch,81,0.016129032258064516,others
week,81,0.016129032258064516,others
brandy,81,0.016129032258064516,ingredients
anchovy,81,0.016129032258064516,others
risotto,81,0.016129032258064516,ingredients
groundnut,80,0.01592990840302668,others
190c/375f,80,0.01592990840302668,others
doesn,80,0.01592990840302668,others
curd,80,0.01592990840302668,others
dill,79,0.01573078454798885,ingredients
flower,79,0.01573078454798885,others
300ml/10fl,79,0.01573078454798885,others
cloth,79,0.01573078454798885,others
smoked,79,0.01573078454798885,ingredients
clams,78,0.015531660692951015,others
equally,78,0.015531660692951015,others
plastic,78,0.015531660692951015,others
face,78,0.015531660692951015,others
fried,78,0.015531660692951015,others
whizz,77,0.015332536837913182,others
chipotle,77,0.015332536837913182,others
aluminium,76,0.015133412982875348,others
lard,76,0.015133412982875348,others
job,76,0.015133412982875348,others
fritter,75,0.014934289127837515,others
twice,75,0.014934289127837515,others
sunflower,75,0.014934289127837515,others
runner,75,0.014934289127837515,others
jelly,75,0.014934289127837515,others
knob,75,0.014934289127837515,others
short,74,0.014735165272799682,others
oat,74,0.014735165272799682,others
iced,74,0.014735165272799682,others
skim,74,0.014735165272799682,others
oyster,74,0.014735165272799682,ingredients
fairly,74,0.014735165272799682,others
avoid,74,0.014735165272799682,others
220c/425f,74,0.014735165272799682,others
160c/140c,74,0.014735165272799682,others
slit,74,0.014735165272799682,others
sweetcorn,74,0.014735165272799682,others
table,74,0.014735165272799682,others
appear,73,0.014536041417761847,others
springy,73,0.014536041417761847,others
stuff,73,0.014536041417761847,others
500ml/18fl,73,0.014536041417761847,others
refresh,73,0.014536041417761847,others
ladleful,73,0.014536041417761847,others
paratha,72,0.014336917562724014,others
radish,72,0.014336917562724014,ingredients
tarragon,72,0.014336917562724014,others
stage,72,0.014336917562724014,others
floret,71,0.014137793707686181,others
part,71,0.014137793707686181,others
recipe,71,0.014137793707686181,others
pineapple,71,0.014137793707686181,others
retain,71,0.014137793707686181,others
gnocchi,71,0.014137793707686181,others
artichoke,71,0.014137793707686181,others
250ml/9fl,70,0.013938669852648347,others
muslin,70,0.013938669852648347,others
scallop,70,0.013938669852648347,others
crust,70,0.013938669852648347,others
eye,70,0.013938669852648347,others
draw,70,0.013938669852648347,others
try,70,0.013938669852648347,others
sterilise,70,0.013938669852648347,others
sherry,70,0.013938669852648347,others
caper,70,0.013938669852648347,others
aromatic,69,0.013739545997610514,others
overlap,69,0.013739545997610514,others
flameproof,69,0.013739545997610514,others
mark,68,0.013540422142572681,others
require,68,0.013540422142572681,others
go,68,0.013540422142572681,others
coarse,68,0.013540422142572681,others
dot,68,0.013540422142572681,others
mackerel,68,0.013540422142572681,ingredients
gap,68,0.013540422142572681,others
kidney,67,0.013341298287534846,ingredients
moist,67,0.013341298287534846,others
cooled,66,0.013142174432497013,others
elastic,66,0.013142174432497013,others
rapeseed,66,0.013142174432497013,others
venison,66,0.013142174432497013,others
enjoy,66,0.013142174432497013,others
asparagus,66,0.013142174432497013,ingredients
virgin,66,0.013142174432497013,others
broad,66,0.013142174432497013,others
coffee,65,0.012943050577459179,others
get,65,0.012943050577459179,others
naan,65,0.012943050577459179,others
broth,65,0.012943050577459179,others
nice,65,0.012943050577459179,others
scone,65,0.012943050577459179,others
buttercream,64,0.012743926722421346,others
important,64,0.012743926722421346,others
sprout,64,0.012743926722421346,others
hollow,64,0.012743926722421346,others
date,63,0.012544802867383513,others
butternut,63,0.012544802867383513,ingredients
basis,63,0.012544802867383513,others
marzipan,63,0.012544802867383513,others
length,63,0.012544802867383513,others
stem,62,0.012345679012345678,others
crushed,62,0.012345679012345678,others
bass,62,0.012345679012345678,others
palm,62,0.012345679012345678,others
mini,62,0.012345679012345678,others
meantime,62,0.012345679012345678,others
treacle,62,0.012345679012345678,others
neat,61,0.012146555157307845,others
roly,61,0.012146555157307845,others
decoration,61,0.012146555157307845,others
amaretti,61,0.012146555157307845,others
haddock,61,0.012146555157307845,others
firmly,61,0.012146555157307845,others
maker,61,0.012146555157307845,others
poly,61,0.012146555157307845,others
pattern,61,0.012146555157307845,others
pitta,61,0.012146555157307845,ingredients
root,60,0.011947431302270013,others
seam,60,0.011947431302270013,others
swiss,60,0.011947431302270013,others
prefer,60,0.011947431302270013,others
cookie,60,0.011947431302270013,others
underneath,60,0.011947431302270013,others
ketchup,60,0.011947431302270013,ingredients
omelette,59,0.011748307447232178,others
ton,59,0.011748307447232178,others
oiled,59,0.011748307447232178,others
liqueur,59,0.011748307447232178,others
choice,59,0.011748307447232178,others
log,59,0.011748307447232178,others
cocktail,59,0.011748307447232178,others
baguette,59,0.011748307447232178,ingredients
shortbread,59,0.011748307447232178,others
150ml/5fl,59,0.011748307447232178,others
dash,59,0.011748307447232178,others
submerge,59,0.011748307447232178,others
later,58,0.011549183592194345,others
brioche,58,0.011549183592194345,others
filo,58,0.011549183592194345,others
escape,58,0.011549183592194345,others
simply,58,0.011549183592194345,others
vigorously,58,0.011549183592194345,others
diced,58,0.011549183592194345,others
nearly,58,0.011549183592194345,others
jalape,58,0.011549183592194345,others
mousse,58,0.011549183592194345,others
pecan,58,0.011549183592194345,others
os,58,0.011549183592194345,others
clingfilm,58,0.011549183592194345,others
neatly,57,0.011350059737156512,others
dal,57,0.011350059737156512,others
25g/1,57,0.011350059737156512,others
semolina,57,0.011350059737156512,others
pair,57,0.011350059737156512,others
relish,57,0.011350059737156512,others
sided,57,0.011350059737156512,others
trace,57,0.011350059737156512,others
demerara,57,0.011350059737156512,others
150c/130c,56,0.011150935882118677,others
raw,56,0.011150935882118677,others
espresso,56,0.011150935882118677,others
sultanas,56,0.011150935882118677,others
ramekin,56,0.011150935882118677,others
expose,56,0.011150935882118677,others
fluff,55,0.010951812027080845,others
coin,55,0.010951812027080845,others
180c.,55,0.010951812027080845,others
ideally,55,0.010951812027080845,others
crab,55,0.010951812027080845,others
sear,55,0.010951812027080845,techniques
quick,55,0.010951812027080845,others
900g/2,55,0.010951812027080845,others
cheddar,55,0.010951812027080845,ingredients
fishcake,55,0.010951812027080845,others
goat,55,0.010951812027080845,ingredients
slight,55,0.010951812027080845,others
wait,55,0.010951812027080845,others
160c/325f,55,0.010951812027080845,others
cashew,54,0.010752688172043012,ingredients
chilled,54,0.010752688172043012,others
goose,54,0.010752688172043012,others
barley,54,0.010752688172043012,others
150c/300f,54,0.010752688172043012,others
tagliatelle,54,0.010752688172043012,others
crusty,53,0.010553564317005177,others
cupcake,53,0.010553564317005177,others
compote,53,0.010553564317005177,others
tamarind,53,0.010553564317005177,others
tbsp,53,0.010553564317005177,others
hollandaise,53,0.010553564317005177,others
strand,53,0.010553564317005177,others
quinoa,53,0.010553564317005177,others
knock,53,0.010553564317005177,others
5mm/,53,0.010553564317005177,others
panettone,53,0.010553564317005177,others
joint,52,0.010354440461967344,others
piping,52,0.010354440461967344,others
month,52,0.010354440461967344,others
stretch,52,0.010354440461967344,others
granule,52,0.010354440461967344,others
worry,52,0.010354440461967344,others
180c,52,0.010354440461967344,others
ease,52,0.010354440461967344,others
coating,52,0.010354440461967344,others
langoustine,52,0.010354440461967344,others
kettle,52,0.010354440461967344,others
kid,51,0.01015531660692951,others
2cm/1,51,0.01015531660692951,others
silicone,51,0.01015531660692951,others
content,51,0.01015531660692951,others
frothy,51,0.01015531660692951,others
stuffing,51,0.01015531660692951,others
tuck,51,0.01015531660692951,others
weight,50,0.009956192751891677,others
suet,50,0.009956192751891677,others
wish,50,0.009956192751891677,others
shaving,50,0.009956192751891677,others
240c/220c,50,0.009956192751891677,others
24cm/9,50,0.009956192751891677,others
falafel,49,0.009757068896853844,others
upside,49,0.009757068896853844,others
crunchy,49,0.009757068896853844,others
chestnut,49,0.009757068896853844,ingredients
poke,49,0.009757068896853844,others
rubber,49,0.009757068896853844,others
chinese,49,0.009757068896853844,others
aloo,49,0.009757068896853844,others
brine,48,0.009557945041816009,others
verde,48,0.009557945041816009,others
stream,48,0.009557945041816009,others
proof,48,0.009557945041816009,others
thread,48,0.009557945041816009,others
50ml/2fl,48,0.009557945041816009,others
dipping,48,0.009557945041816009,others
float,48,0.009557945041816009,others
poached,48,0.009557945041816009,others
plantain,47,0.009358821186778176,others
drumstick,47,0.009358821186778176,others
indentation,47,0.009358821186778176,others
watercress,47,0.009358821186778176,ingredients
grain,47,0.009358821186778176,ingredients
tahini,47,0.009358821186778176,others
gobi,47,0.009358821186778176,others
brownie,47,0.009358821186778176,others
wheat,46,0.009159697331740343,ingredients
3cm/1,46,0.009159697331740343,others
total,46,0.009159697331740343,others
running,46,0.009159697331740343,others
similar,46,0.009159697331740343,others
mug,46,0.009159697331740343,tools
find,46,0.009159697331740343,others
allspice,46,0.009159697331740343,others
pulp,45,0.008960573476702509,others
shrink,45,0.008960573476702509,others
cider,45,0.008960573476702509,others
confit,45,0.008960573476702509,others
unwrap,45,0.008960573476702509,others
thickened,45,0.008960573476702509,others
litre/4,45,0.008960573476702509,others
hook,45,0.008960573476702509,others
diagonal,45,0.008960573476702509,others
risen,45,0.008960573476702509,others
slicing,45,0.008960573476702509,others
cavity,44,0.008761449621664676,others
christmas,44,0.008761449621664676,others
crimp,44,0.008761449621664676,others
tie,44,0.008761449621664676,others
blackberry,44,0.008761449621664676,others
lemongrass,44,0.008761449621664676,others
shre,44,0.008761449621664676,others
porcini,44,0.008761449621664676,others
slash,44,0.008761449621664676,others
mutton,43,0.008562325766626843,others
smoking,43,0.008562325766626843,others
directly,43,0.008562325766626843,others
harden,43,0.008562325766626843,others
wing,43,0.008562325766626843,others
outer,43,0.008562325766626843,others
margarine,43,0.008562325766626843,others
kimchi,43,0.008562325766626843,others
gelatine,43,0.008562325766626843,others
yellow,43,0.008562325766626843,others
100g/3,42,0.008363201911589008,others
chard,42,0.008363201911589008,others
ciabatta,42,0.008363201911589008,others
125ml/4fl,42,0.008363201911589008,others
include,42,0.008363201911589008,others
de,42,0.008363201911589008,others
shredded,42,0.008363201911589008,others
bamboo,42,0.008363201911589008,others
choi,42,0.008363201911589008,others
win,42,0.008363201911589008,others
secure,42,0.008363201911589008,others
change,42,0.008363201911589008,others
scissor,41,0.008164078056551175,others
blowtorch,41,0.008164078056551175,others
blade,41,0.008164078056551175,others
solid,41,0.008164078056551175,others
ricer,41,0.008164078056551175,others
te,41,0.008164078056551175,others
stay,41,0.008164078056551175,others
litre/1,41,0.008164078056551175,others
vinaigrette,41,0.008164078056551175,others
b,41,0.008164078056551175,others
stack,41,0.008164078056551175,others
balsamic,40,0.00796495420151334,ingredients
contain,40,0.00796495420151334,others
exactly,40,0.00796495420151334,others
30cm/12,40,0.00796495420151334,others
glove,40,0.00796495420151334,others
ribbon,40,0.00796495420151334,others
miso,40,0.00796495420151334,others
oxtail,40,0.00796495420151334,others
door,40,0.00796495420151334,others
deglaze,40,0.00796495420151334,techniques
wilted,40,0.00796495420151334,others
madeira,40,0.00796495420151334,others
motor,40,0.00796495420151334,others
wild,39,0.007765830346475508,others
bird,39,0.007765830346475508,others
move,39,0.007765830346475508,others
scramble,39,0.007765830346475508,others
p,39,0.007765830346475508,others
chervil,39,0.007765830346475508,others
bulgur,39,0.007765830346475508,others
mirin,39,0.007765830346475508,others
give,39,0.007765830346475508,others
freestanding,39,0.007765830346475508,others
marsala,39,0.007765830346475508,others
oval,39,0.007765830346475508,others
